borrower_last,builder_name,fico,forward_commitment,fund_date,loan_amount,loan_id,loan_number,purpose
Ashley Young,,751,N,2025-01-14,830000,1308,3163777812,NoCash-Out Refinance
Jennifer Ramirez,Jennifer Hernandez,581,N,2025-01-10,467847,1309,8992835716,Purchase
Michael Flores,Joseph Hill,745,N,2025-01-15,397440,1310,4064010784,Purchase
Lisa Martinez,Margaret Taylor,636,N,2025-01-15,547893,1311,7777758077,Purchase
Michelle Allen,John Walker,761,N,2025-01-10,632000,1312,5695878270,Purchase
Jessica Smith,Betty Harris,793,N,2025-01-10,330000,1313,2888701083,Purchase
Matthew White,Lisa Wright,799,N,2025-01-10,251831,1314,16498126,Purchase
Linda Robinson,Donald Thomas,786,N,2025-01-15,199500,1315,2503097005,Purchase
Charles Lewis,Andrew Wilson,759,N,2025-01-15,160000,1316,9687116497,Purchase
Anthony Jackson,Matthew White,801,N,2025-01-15,599920,1317,7609434630,Purchase
Mary Taylor,,752,N,2025-01-10,479600,1318,6387211998,NoCash-Out Refinance
Sarah Young,Betty Martinez,722,N,2025-01-10,305250,1319,4038077748,Purchase
Patricia Ramirez,Margaret Rodriguez,783,N,2025-01-15,334800,1320,1357407270,Purchase
Mary Wilson,Linda Allen,790,N,2025-01-15,258000,1321,2197245088,Purchase
John Moore,,768,N,2025-01-10,370500,1322,9638290035,NoCash-Out Refinance
Jessica Martin,Thomas Harris,793,N,2025-01-10,260000,1323,3062801348,Purchase
Thomas Jones,Kimberly Sanchez,700,N,2025-01-10,12420,1324,8485595003,Purchase
Susan Jackson,Susan Perez,790,N,2025-01-15,588000,1325,1771491366,Purchase
Lisa Wright,Susan Robinson,686,N,2025-01-10,237000,1326,919913452,Purchase
Richard Brown,Daniel Hill,589,N,2025-01-10,662774,1327,3033576707,Purchase
Elizabeth Jackson,Lisa Williams,735,N,2025-01-15,236000,1328,9865740713,Purchase
Mary Anderson,,702,N,2025-01-15,311000,1329,6230426465,NoCash-Out Refinance
Mary Young,Thomas Anderson,765,N,2025-01-10,189040,1330,4069874664,Purchase
Charles Gonzalez,Steven Wright,797,N,2025-01-15,236000,1331,8705084416,Purchase
John Allen,Thomas Hernandez,701,N,2025-01-15,298304,1332,8274317646,Purchase
Barbara Martinez,Charles Harris,756,N,2025-01-10,500000,1333,4432132627,Purchase
Robert Miller,Karen Garcia,764,N,2025-01-10,158500,1334,1518252342,Purchase
Joshua Harris,Donna Martinez,721,N,2025-01-10,142125,1335,3690731407,Purchase
Mary Williams,"Mary King,Karen Jones",801,N,2025-01-15,524250,1336,3311507963,Purchase
Charles Gonzalez,Steven Wright,797,N,2025-01-15,5000,1337,2184109074,Purchase
Michelle Lopez,Anthony Johnson,701,N,2025-01-10,224730,1338,1266825242,Purchase
Barbara Flores,Betty Clark,736,N,2025-01-10,352500,1339,3982567862,Purchase
Lisa Martin,"Joshua Gonzalez,Mark Wright",787,N,2025-01-15,500000,1340,7202167265,Purchase
Margaret King,Karen Martinez,770,N,2025-01-10,332569,1341,1162168670,Purchase
Sarah Young,Linda Williams,734,N,2025-01-15,15000,1342,3270856926,Purchase
Karen Martin,,713,N,2025-01-15,162500,1343,3000869188,NoCash-Out Refinance
Patricia Lee,Joshua Lee,772,N,2025-01-10,337425,1344,2911881630,Purchase
Emily Johnson,Robert Taylor,786,N,2025-01-10,470324,1345,7324738722,Purchase
Susan Torres,,783,N,2025-01-15,400000,1346,8680435159,Cash-Out Refinance
William Moore,,751,N,2025-01-10,300470,1347,1556670719,NoCash-Out Refinance
William Wright,Betty Taylor,796,N,2025-01-10,15000,1348,6238261210,Purchase
Mary Garcia,Robert Young,697,N,2025-01-10,13157,1349,8956723638,Purchase
Paul Jackson,,697,N,2025-01-10,150000,1350,8395099080,Cash-Out Refinance
Joshua Robinson,Richard King,735,N,2025-01-10,324000,1351,9310100373,Purchase
Donald Davis,James Harris,807,N,2025-01-15,368800,1352,4547340856,Purchase
Kimberly Jones,,786,N,2025-01-10,806500,1353,2365309715,NoCash-Out Refinance
Andrew King,Kimberly Taylor,671,N,2025-01-15,201465,1354,4384787767,Purchase
Daniel Torres,Robert Nguyen,758,N,2025-01-15,330000,1355,6076906160,Purchase
Robert Lee,Lisa Taylor,628,N,2025-01-15,227794,1356,714334253,Purchase
Kimberly Perez,Barbara Hill,803,N,2025-01-15,163125,1357,4812321122,Purchase
Steven Flores,Richard Lee,689,N,2025-01-15,383150,1358,3008211580,Purchase
Jennifer Sanchez,John Hernandez,805,N,2025-01-15,806655,1359,4791143076,Purchase
Steven Thomas,Thomas Martin,792,N,2025-01-13,712000,1360,8833952235,Purchase
Jessica Hernandez,"Daniel Davis,Jessica Sanchez",706,N,2025-01-13,498024,1361,1507382923,Purchase
Charles Martin,Kimberly Thompson,650,N,2025-01-13,396003,1362,4271626399,Purchase
Andrew Lee,Susan Davis,778,N,2025-01-13,285000,1363,3466618246,Purchase
David Torres,Patricia Torres,789,N,2025-01-13,162400,1364,3078298693,Purchase
James Moore,Joshua Martinez,681,N,2025-01-13,8775,1365,7270052843,Purchase
Paul Thompson,Daniel White,664,N,2025-01-13,155628,1366,1164687547,Purchase
David Jones,Mark Smith,664,N,2025-01-13,256500,1367,3554143792,Purchase
Robert Williams,,667,N,2025-01-13,442098,1368,2598039310,NoCash-Out Refinance
Karen Harris,,703,N,2025-01-13,175000,1369,5603820300,Cash-Out Refinance
John Torres,Michael Williams,773,N,2025-01-13,223250,1370,2125579619,Purchase
Nancy Nguyen,John Williams,694,N,2025-01-13,436500,1371,4920629743,Purchase
Donna Wilson,Ashley Wilson,704,N,2025-01-13,171000,1372,9986253883,Purchase
Jessica Johnson,Thomas White,817,N,2025-01-10,224625,1373,2842077677,Purchase
Mark Scott,"David Scott,Jessica Sanchez;Kimberly Sanchez",691,N,2025-01-10,305950,1374,3804930719,Purchase
Mary Hernandez,,700,N,2025-01-13,515662,1375,5183751197,NoCash-Out Refinance
Jennifer Jackson,,660,N,2025-01-13,415000,1376,6497035353,Cash-Out Refinance
Patricia Williams,,677,N,2025-01-10,85000,1377,7466369871,Purchase
Linda Garcia,Joshua Thompson,674,N,2025-01-10,174500,1378,4860072821,Purchase
Richard Lopez,,785,N,2025-01-10,181929,1379,1422310893,Cash-Out Refinance
Karen Young,Betty Taylor,696,N,2025-01-13,288461,1380,7752377405,Purchase
Ashley White,Jennifer Miller,780,N,2025-01-13,231250,1381,4800387523,Purchase
Mark Scott,Mary Torres,804,N,2025-01-10,382500,1382,7236287265,Purchase
Paul Garcia,James Lee,692,N,2025-01-10,304486,1383,8634068961,Purchase
Robert Brown,Linda Williams,663,N,2025-01-10,87878,1384,8889912912,Purchase
Nancy Miller,,802,N,2025-01-10,1500000,1385,9684970384,NoCash-Out Refinance
Robert Hernandez,Sandra Lopez,778,N,2025-01-10,520625,1386,1064242416,Purchase
Ashley Martinez,,697,N,2025-01-10,172000,1387,8189161287,Cash-Out Refinance
James Sanchez,Betty Wilson,792,N,2025-01-10,750000,1388,7848485426,Purchase
Lisa Johnson,Richard Ramirez,814,N,2025-01-10,536287,1389,4065109239,Purchase
Mary Brown,Jessica Wilson,741,N,2025-01-10,654550,1390,5648524296,Purchase
Nancy Garcia,John Scott,800,N,2025-01-10,640000,1391,9978363647,Purchase
Joseph Flores,Jennifer Williams,771,N,2025-01-22,143700,1392,9029541339,Purchase
Nancy Young,Lisa Allen,802,N,2025-01-22,864000,1393,9016212198,Purchase
Paul Garcia,Mark Robinson,596,N,2025-01-22,261182,1394,9602305758,Purchase
Karen Johnson,Betty Walker,652,N,2025-01-13,16500,1395,7842859958,Purchase
James Martinez,Thomas Martin,733,N,2025-01-07,162900,1396,299326264,Purchase
Jennifer Allen,,786,N,2025-01-07,181600,1397,9790317313,Purchase
Andrew Moore,Michelle Hernandez,792,N,2025-01-22,308000,1398,4890409874,Purchase
Lisa Walker,Emily Young,773,N,2025-01-22,546250,1399,1118886897,Purchase
Joseph Scott,Anthony Lee,770,N,2025-01-22,239920,1400,9101090972,Purchase
Jennifer Williams,,753,N,2025-01-22,122000,1401,1776789480,Purchase
Robert Garcia,Christopher Jackson,727,N,2025-01-22,473400,1402,1599133562,Purchase
Joshua Smith,Sandra Jackson,714,N,2025-01-22,534625,1403,9457838873,Purchase
Patricia Nguyen,Mary Clark,774,N,2025-01-22,388000,1404,8701356241,Purchase
Daniel Wright,Donald Clark,670,N,2025-01-22,373117,1405,2074650613,Purchase
William Anderson,,611,N,2025-01-22,124132,1406,1135315704,NoCash-Out Refinance
William Young,Richard Clark,655,N,2025-01-22,234842,1407,8974766898,Purchase
Lisa Jackson,Daniel Wilson,790,N,2025-01-22,540000,1408,3804121504,Purchase
Joshua Anderson,Patricia Lee,775,N,2025-01-22,560000,1409,886835186,Purchase
Donna Garcia,Richard Garcia,788,N,2025-01-22,386000,1410,5221036725,Purchase
Mark Gonzalez,Steven Brown,788,N,2025-01-22,670000,1411,9248586738,Purchase
Daniel Johnson,Mark Lee,762,N,2025-01-13,337560,1412,7104619745,Purchase
Margaret Gonzalez,Joseph Davis,762,N,2025-01-13,710800,1413,2315438004,Purchase
William Allen,Robert King,799,N,2025-01-17,586625,1414,2016970004,Purchase
Mark Martinez,Sarah Flores,742,N,2025-01-17,390780,1415,8800285070,Purchase
Michelle Allen,"Joseph Williams,Jennifer Harris",768,N,2025-01-17,284050,1416,2213391442,Purchase
Charles White,"Paul King,Margaret Jones",651,N,2025-01-17,369562,1417,7339774597,Purchase
Robert Lopez,Robert Clark,668,N,2025-01-17,191468,1418,8502253941,Purchase
William Gonzalez,Lisa Robinson,677,N,2025-01-17,522000,1419,3093605923,Purchase
Robert Hernandez,Mark Lee,732,N,2025-01-17,528650,1420,165774895,Purchase
Barbara Perez,Steven Taylor,799,N,2025-01-17,384085,1421,3033751809,Purchase
Linda Brown,Kimberly Davis,755,N,2025-01-17,150000,1422,6583358440,Purchase
David White,Joseph Gonzalez,642,N,2025-01-17,419265,1423,5558491151,Purchase
William King,Sarah Nguyen,781,N,2025-01-17,194000,1424,5425285323,Purchase
Ashley Flores,Betty Lopez,802,N,2025-01-17,1300800,1425,1897934454,Purchase
Nancy Garcia,Joshua King,753,N,2025-01-17,379998,1426,8396320807,Purchase
Margaret Gonzalez,Joseph Davis,762,N,2025-01-13,793200,1427,5502507963,Purchase
Elizabeth Sanchez,Kimberly Smith,767,N,2025-01-13,360000,1428,1831099208,Purchase
Lisa Perez,Matthew Anderson,792,N,2025-01-13,864000,1429,1001310941,Purchase
Charles Moore,Jessica Johnson,763,N,2025-01-13,329800,1430,7862752971,Purchase
John Gonzalez,,732,N,2025-01-13,395500,1431,9721914370,Cash-Out Refinance
Susan Hill,Mark Jackson,753,N,2025-01-13,515000,1432,1052148987,Purchase
Richard King,Margaret Johnson,712,N,2025-01-07,617500,1433,9134622283,Purchase
Kimberly Moore,Donald Jackson,811,N,2025-01-07,247900,1434,3584024989,Purchase
Mary Davis,Elizabeth Gonzalez,668,N,2025-01-13,245471,1435,9304489246,Purchase
William Perez,Daniel Smith,629,N,2025-01-13,476215,1436,8981395802,Purchase
Elizabeth Wilson,Steven King,611,N,2025-01-13,353479,1437,5544791931,Purchase
Christopher Garcia,James Lee,737,N,2025-01-13,387845,1438,5852782919,Purchase
Christopher Garcia,Patricia Taylor,737,N,2025-01-13,11000,1439,2572290106,Purchase
Ashley Hill,Jennifer Walker,708,N,2025-01-13,670650,1440,7065892942,Purchase
Paul Anderson,,680,N,2025-01-13,303200,1441,6247575766,Cash-Out Refinance
Kimberly Williams,Anthony Taylor,757,N,2025-01-13,864000,1442,5549543261,Purchase
Andrew Lopez,Nancy Hernandez,810,N,2025-01-13,528286,1443,1506999793,Purchase
Mary Davis,Elizabeth Gonzalez,668,N,2025-01-13,5000,1444,6224277257,Purchase
Mary Davis,Elizabeth Gonzalez,668,N,2025-01-13,10000,1445,6323277798,Purchase
Charles Martin,Donna Jones,650,N,2025-01-13,22000,1446,1988525144,Purchase
Paul King,,803,N,2025-01-13,115000,1447,9583472700,Purchase
Sandra Taylor,Anthony Williams,680,N,2025-01-13,253085,1448,2463260480,Purchase
Matthew Wright,Susan Perez,768,N,2025-01-13,407920,1449,1730657923,Purchase
Joseph Perez,Donald Allen,770,N,2025-01-15,95000,1450,684318068,Purchase
Lisa Thomas,Jennifer Perez,722,N,2025-01-15,555000,1451,2239625516,Purchase
Karen White,Mary Lopez,796,N,2025-01-15,390000,1452,3591573129,Purchase
Betty Wilson,Steven Wilson,747,N,2025-01-15,10000,1453,6982119938,Purchase
Karen Sanchez,,744,N,2025-01-15,100000,1454,4951868607,Cash-Out Refinance
Richard Jones,"Robert Torres,Karen Johnson",808,N,2025-01-15,600000,1455,3282554436,Purchase
Emily Anderson,,714,N,2025-01-15,127500,1456,760002551,Cash-Out Refinance
Richard Lewis,,673,N,2025-01-15,689525,1457,5799380374,NoCash-Out Refinance
Barbara Moore,Margaret Martin,668,N,2025-01-15,10000,1458,2587497942,Purchase
Christopher Thompson,Daniel Davis,719,N,2025-01-15,176739,1459,149439780,Purchase
Michelle Davis,Donna Thompson,781,N,2025-01-15,260000,1460,8103141423,Purchase
Patricia Hernandez,Nancy Walker,743,N,2025-01-15,273600,1461,4080280258,Purchase
Thomas Rodriguez,John Sanchez,702,N,2025-01-15,227797,1462,6821320341,Purchase
Mary Lewis,Susan Lewis,691,N,2025-01-15,535000,1463,891788510,Purchase
Thomas Brown,,774,N,2025-01-15,271200,1464,9658512993,Cash-Out Refinance
Jennifer King,,683,N,2025-01-15,352987,1465,8581245701,NoCash-Out Refinance
Sarah Ramirez,Matthew Hill,672,N,2025-01-15,440867,1466,1508904759,Purchase
James Moore,Sandra Lopez,768,N,2025-01-15,121250,1467,4909580703,Purchase
Charles Gonzalez,,692,N,2025-01-15,956250,1468,6075752435,NoCash-Out Refinance
Donna Harris,Thomas Anderson,770,N,2025-01-15,634500,1469,7695382032,Purchase
Robert King,,799,N,2025-01-07,700000,1470,2871120164,NoCash-Out Refinance
David Hill,,699,N,2025-01-14,1936545,1471,1993798722,NoCash-Out Refinance
Emily Flores,Michael Torres,794,N,2025-01-14,467000,1472,8836574658,Purchase
Jennifer Lopez,Thomas Sanchez,803,N,2025-01-14,400350,1473,8276706972,Purchase
Elizabeth Hill,,797,N,2025-01-14,313500,1474,2697606705,NoCash-Out Refinance
Richard Williams,Susan Lewis,766,N,2025-01-14,427500,1475,5305909848,Purchase
Michelle Lee,Emily White,789,N,2025-01-14,519920,1476,6759493222,Purchase
Patricia Sanchez,Sandra Ramirez,805,N,2025-01-14,468750,1477,2087630142,Purchase
William Gonzalez,Donna Lopez,720,N,2025-01-14,240000,1478,6428715330,Purchase
Emily White,Sarah Johnson,761,N,2025-01-14,202020,1479,7088416447,Purchase
Sandra Moore,Joseph Moore,804,N,2025-01-14,324000,1480,9197572067,Purchase
Andrew King,John Smith,733,N,2025-01-14,319113,1481,9951340000,Purchase
Michelle Scott,Paul Williams,757,N,2025-01-14,900000,1482,1607774955,Purchase
Michael Jackson,Daniel Clark,686,N,2025-01-14,15000,1483,5581308371,Purchase
Matthew Lopez,Barbara Robinson,587,N,2025-01-14,271000,1484,1828251394,Purchase
Anthony Torres,Kimberly Taylor,768,N,2025-01-14,111500,1485,3784281429,Purchase
Anthony Taylor,,704,N,2025-01-14,512000,1486,2818049048,NoCash-Out Refinance
Joseph Perez,Ashley Thompson,763,N,2025-01-14,563935,1487,7194815054,Purchase
Andrew King,John Smith,733,N,2025-01-14,10000,1488,5230540341,Purchase
Andrew King,John Smith,733,N,2025-01-14,9400,1489,3909818378,Purchase
Christopher Martin,Michael Thompson,780,Y,2025-01-14,459705,1490,7444087195,Purchase
James Young,Michelle Allen,775,N,2025-01-14,127200,1491,7117477103,Purchase
Sarah Ramirez,Susan Wilson,741,N,2025-01-17,2784000,1492,6560976310,Purchase
Patricia Hernandez,Richard Martinez,662,N,2025-01-17,230743,1493,1310086525,Purchase
William Hill,Mary Johnson,699,N,2025-01-17,232000,1494,4293370800,Purchase
John Gonzalez,Richard Thompson,705,N,2025-01-17,512050,1495,2506392295,Purchase
Joseph Garcia,Paul Moore,791,N,2025-01-17,642000,1496,6808818645,Purchase
Margaret Jackson,Jennifer Smith,747,N,2025-01-17,220000,1497,5504771520,Purchase
Michael Wilson,Linda White,748,N,2025-01-17,285000,1498,4789398793,Purchase
Margaret Gonzalez,Joshua Thompson,723,N,2025-01-17,261900,1499,3066623162,Purchase
Thomas Jones,,749,N,2025-01-17,1240500,1500,1931245893,Cash-Out Refinance
Ashley Scott,Christopher Brown,727,N,2025-01-13,184000,1501,1206411523,Purchase
Margaret Clark,,687,N,2025-01-13,103000,1502,6279990493,Cash-Out Refinance
Matthew Jones,Donna Perez,788,N,2025-01-13,176250,1503,3069332150,Purchase
Ashley Young,,618,N,2025-01-13,513634,1504,5811258891,Cash-Out Refinance
Paul Taylor,Richard Lewis,809,N,2025-01-13,249300,1505,9146427037,Purchase
Joseph Rodriguez,Sarah Rodriguez,795,N,2025-01-13,727500,1506,1351683870,Purchase
Thomas Allen,Mary Thomas,727,N,2025-01-07,367317,1507,7038258476,Purchase
Christopher Perez,,801,N,2025-01-07,296000,1508,844860047,NoCash-Out Refinance
Susan Sanchez,Sarah Scott,784,N,2025-01-07,520000,1509,6320050869,Purchase
Michael Garcia,Joseph Walker,622,N,2025-01-07,165938,1510,7805414460,Purchase
Jennifer Sanchez,,751,N,2025-01-07,224000,1511,9756828141,Purchase
Joshua Harris,John Brown,797,N,2025-01-13,536000,1512,309731770,Purchase
Ashley Hill,Kimberly Perez,760,N,2025-01-13,280000,1513,4239874927,Purchase
Steven Smith,Susan Jones,709,N,2025-01-13,213750,1514,7737465340,Purchase
Donna Nguyen,Thomas Perez,725,N,2025-01-13,800000,1515,7925237699,Purchase
Daniel Torres,,771,N,2025-01-13,216738,1516,3206808288,NoCash-Out Refinance
James Davis,Emily Lopez,659,N,2025-01-13,674100,1517,6090695767,Purchase
Elizabeth Wilson,Ashley Hernandez,611,N,2025-01-13,12600,1518,5039346575,Purchase
Matthew Thomas,Joshua Young,728,N,2025-01-13,412425,1519,6106604601,Purchase
Paul Thompson,Daniel White,664,N,2025-01-13,6000,1520,3350544928,Purchase
Andrew Rodriguez,Jennifer Thompson,793,N,2025-01-13,378750,1521,4240095949,Purchase
Lisa Robinson,Sarah Jones,689,N,2025-01-13,469900,1522,4310475839,Purchase
James Flores,Steven White,727,N,2025-01-09,290000,1523,4151576887,Purchase
Matthew Hill,Joseph Ramirez,789,N,2025-01-13,306000,1524,8485028107,Purchase
Sandra Wright,Betty Martinez  Christopher Martin,807,N,2025-01-09,310250,1525,3389012192,Purchase
William Gonzalez,Donald Lee,701,N,2025-01-09,145000,1526,6358496669,Purchase
Daniel Hernandez,Charles Nguyen,807,N,2025-01-13,350000,1527,4818291679,Purchase
Donna White,Richard Taylor,777,N,2025-01-09,1492000,1528,1752779506,Purchase
Paul Thompson,Susan Johnson,712,N,2025-01-09,14000,1529,9851575820,Purchase
Lisa Lee,"Robert Williams,Mark Wright",800,N,2025-01-09,562500,1530,1320403712,Purchase
Matthew Walker,Patricia Hernandez,790,N,2025-01-13,236850,1531,9747124377,Purchase
James Walker,,721,N,2025-01-13,210000,1532,7217369050,Purchase
Anthony Hill,James Smith,756,N,2025-01-09,304000,1533,8190230857,Purchase
Linda Miller,David Young,774,N,2025-01-13,738908,1534,9586434622,Purchase
David Walker,Emily Robinson,807,N,2025-01-13,1188000,1535,8985734871,Purchase
Patricia Williams,"Christopher Anderson,Mark Wright",769,N,2025-01-13,450000,1536,534103183,Purchase
Michael Garcia,Richard Flores,797,N,2025-01-13,364997,1537,5833246070,Purchase
Donna Jackson,Sarah Scott,802,N,2025-01-14,225000,1538,4548907541,Purchase
Donna White,Linda Moore,702,N,2025-01-14,240350,1539,3973847044,Purchase
Emily Davis,,0,N,2025-01-14,61791.73,1540,2530583255,Cash-Out Refinance
Lisa Brown,,660,N,2025-01-14,289700,1541,7979512470,Cash-Out Refinance
Linda Scott,"Margaret Allen,Mark Wright",732,N,2025-01-09,431440,1542,1399587021,Purchase
Paul Walker,Jennifer Walker,610,N,2025-01-09,454520,1543,1769897928,Purchase
Paul Thompson,,649,N,2025-01-14,293854,1544,202615942,Cash-Out Refinance
Mark Torres,,804,N,2025-01-14,245000,1545,9260892640,NoCash-Out Refinance
Steven Hill,,744,N,2025-01-14,346400,1546,5244044466,NoCash-Out Refinance
Kimberly Moore,"Lisa Allen,Susan Lewis",708,N,2025-01-14,171830,1547,9758183557,Purchase
Joseph Perez,Joshua Nguyen,752,N,2025-01-14,382500,1548,5140822403,Purchase
Anthony Harris,Kimberly Moore,731,N,2025-01-13,11200,1549,5881746550,Purchase
Anthony Jackson,Paul Sanchez,698,N,2025-01-14,243131,1550,8304737044,Purchase
Joseph Rodriguez,,629,N,2025-01-14,314204,1551,8635123791,Cash-Out Refinance
Anthony Harris,,791,N,2025-01-14,870000,1552,1326645509,Cash-Out Refinance
Karen Torres,Joshua Gonzalez,714,N,2025-01-14,585000,1553,8084933418,Purchase
Susan Williams,,786,N,2025-01-14,357000,1554,5722014216,NoCash-Out Refinance
Susan Miller,John Allen,616,N,2025-01-14,387375,1555,2947479428,Purchase
Donna Jackson,Sarah Robinson,749,N,2025-01-13,337500,1556,3249927529,Purchase
Matthew Torres,"Christopher Hernandez,Kimberly Wilson",743,N,2025-01-13,663000,1557,8653554313,Purchase
Michelle Torres,,715,N,2025-01-15,65000,1558,2100431021,Cash-Out Refinance
Sandra Wright,James Hernandez,643,N,2025-01-15,419265,1559,9241135339,Purchase
Daniel Flores,,726,N,2025-01-15,1991000,1560,8255029900,NoCash-Out Refinance
Jennifer Allen,"Andrew Lee,Mark Wright",762,N,2025-01-15,288000,1561,3552970994,Purchase
Matthew Perez,James Torres,725,N,2025-01-15,403750,1562,3500811411,Purchase
Christopher Thompson,Jessica Scott,793,N,2025-01-15,178000,1563,9160918432,Purchase
Donald Garcia,Matthew Lee,737,N,2025-01-15,900000,1564,3148274762,Purchase
Barbara Hernandez,Emily Young,807,N,2025-01-15,357651,1565,524171505,Purchase
John Moore,Christopher Young,806,N,2025-01-08,439315,1566,1198089211,Purchase
Elizabeth Thomas,Anthony Gonzalez,779,N,2025-01-08,481640,1567,8714379914,Purchase
Susan Lewis,"Joseph Wilson,Barbara Gonzalez",780,N,2025-01-08,416000,1568,8133861549,Purchase
Jessica Johnson,Joshua Smith,680,N,2025-01-08,35000,1569,1837285779,Purchase
William Garcia,Lisa Robinson,779,N,2025-01-08,14075,1570,2944236765,Purchase
Donald Harris,,786,N,2025-01-08,158200,1571,8024284631,Cash-Out Refinance
Jessica Johnson,Joshua Smith,680,N,2025-01-08,14000,1572,5061700439,Purchase
Barbara Davis,Michelle Lewis,780,N,2025-01-08,238043,1573,8377091895,Purchase
Thomas Rodriguez,Kimberly Taylor,753,N,2025-01-08,148500,1574,5699907627,Purchase
David Harris,Emily Clark,757,N,2025-01-08,1000000,1575,1163370898,Purchase
Ashley Perez,Steven Gonzalez,647,N,2025-01-08,374900,1576,6811365255,Purchase
David Allen,Charles Harris,733,N,2025-01-08,648000,1577,7497787092,Purchase
David Ramirez,Barbara Thomas,803,N,2025-01-08,150000,1578,4967042369,Purchase
Mark Thomas,Christopher Walker,746,N,2025-01-08,270000,1579,2544120158,Purchase
Emily Jackson,Nancy Rodriguez,745,N,2025-01-08,284075,1580,4494616893,Purchase
Elizabeth Wright,,719,N,2025-01-08,573000,1581,8108719741,Cash-Out Refinance
Anthony Garcia,William Lewis,819,N,2025-01-08,280000,1582,9696537360,Purchase
Christopher Rodriguez,Michelle Nguyen,742,,2025-01-08,96890,1583,8441429390,Cash-Out Refinance
Richard Jones,Donald Lewis,798,N,2025-01-15,214000,1584,1482594637,Purchase
Nancy Harris,Joseph Martinez,793,N,2025-01-15,137750,1585,6426307565,Purchase
Betty Flores,Emily Smith,812,N,2025-01-15,367650,1586,4124531974,Purchase
Matthew Jones,Andrew Martin,787,N,2025-01-15,283125,1587,9397979167,Purchase
Linda King,Mary Brown,637,N,2025-01-15,429030,1588,6356243635,Purchase
Margaret Hill,Elizabeth Jackson,701,N,2025-01-15,418180,1589,2631249221,Purchase
Robert Lopez,Kimberly Rodriguez,708,N,2025-01-15,7500,1590,6342797809,Purchase
Steven Hernandez,Joshua Robinson,806,N,2025-01-15,88000,1591,2102088416,Purchase
Emily Thompson,Ashley Thompson,654,N,2025-01-08,211105,1592,420604712,Purchase
Elizabeth Scott,,796,N,2025-01-08,208450,1593,5362636776,Cash-Out Refinance
Mark Walker,Patricia Scott,633,N,2025-01-08,157712,1594,5854018561,Purchase
Barbara Walker,Susan Jackson,759,N,2025-01-08,191919,1595,8720622243,Purchase
Kimberly Torres,"Karen Nguyen,James Flores",777,N,2025-01-08,396171,1596,5211715924,Purchase
James Rodriguez,Donald Thomas,701,N,2025-01-15,665000,1597,5769266677,Purchase
Sarah Young,Linda Williams,734,N,2025-01-15,422750,1598,7114473078,Purchase
Christopher White,Jessica Gonzalez,799,N,2025-01-15,400000,1599,2436535453,Purchase
Steven Ramirez,Patricia Clark,772,N,2025-01-14,211000,1600,7285716785,Purchase
Donna Brown,Patricia White,677,N,2025-01-14,455000,1601,1585375822,Purchase
Michelle Perez,Jennifer Garcia,745,N,2025-01-14,399000,1602,6901623058,Purchase
Charles King,Charles Davis,728,N,2025-01-14,522500,1603,2554172600,Purchase
Betty Thomas,Andrew Walker,787,N,2025-01-14,1096000,1604,3106122667,Purchase
Margaret Davis,"Elizabeth Hernandez,Donna Wilson",795,N,2025-01-14,161500,1605,4372916843,Purchase
Kimberly Taylor,William Robinson,795,N,2025-01-14,520960,1606,5907089326,Purchase
Mary Harris,Robert Clark,554,N,2025-01-14,117472,1607,8877891884,Purchase
Anthony Torres,James Robinson,666,N,2025-01-14,240562,1608,5546787042,Purchase
Steven Taylor,Nancy Anderson,811,N,2025-01-14,385881,1609,7326785402,Purchase
John Rodriguez,Joseph Miller,729,N,2025-01-15,184960,1610,1374914700,Purchase
Lisa Nguyen,Joshua Martinez,798,N,2025-01-15,522000,1611,9448091189,Purchase
Susan Scott,"Thomas Davis,Linda Moore",646,N,2025-01-15,292500,1612,2179664710,Purchase
Lisa Thomas,Christopher Garcia,786,N,2025-01-15,378500,1613,8411393594,Purchase
Matthew Martin,Michelle Moore,761,N,2025-01-15,291127,1614,9561649411,Purchase
Ashley Harris,Thomas Jones,652,N,2025-01-15,792000,1615,6579637258,Purchase
Mark Scott,Richard Garcia,764,N,2025-01-15,310460,1616,4017521973,Purchase
David Hernandez,James Martinez,783,N,2025-01-15,260910,1617,1428957478,Purchase
Margaret Wilson,Anthony Nguyen,772,N,2025-01-16,681150,1618,1950625580,Purchase
Emily Gonzalez,James Torres,753,N,2025-01-16,356425,1619,8793166340,Purchase
Jennifer Torres,Sandra Miller,673,N,2025-01-16,353469,1620,5410712871,Purchase
Karen Lewis,William Hernandez,651,N,2025-01-16,181649,1621,2480094491,Purchase
Anthony Harris,Ashley Allen,786,N,2025-01-16,138000,1622,9279329037,Purchase
Thomas Young,Anthony Nguyen,810,N,2025-01-16,590750,1623,6322561774,Purchase
Mark Anderson,Thomas Clark,768,N,2025-01-16,305000,1624,9286351926,Purchase
Matthew Nguyen,,791,N,2025-01-16,1582200,1625,5625457944,Purchase
Anthony Sanchez,,785,N,2025-01-16,190000,1626,7505107260,NoCash-Out Refinance
Matthew Garcia,Ashley Ramirez,800,N,2025-01-16,185000,1627,6268186540,Purchase
Robert Rodriguez,Patricia Nguyen,701,N,2025-01-16,209706,1628,82689406,Purchase
Joshua Allen,Christopher Scott,733,N,2025-01-16,404100,1629,3250082738,Purchase
